cluster	status	loglr	df	p	p.adjust	genes
chr1:clu_13283_+	Success	1.54957352346082	2	0.212338511912881	0.41438002352832	ZNF436-AS1
chr1:clu_13284_+	Success	2.13656874733351	2	0.118059239912814	0.285914665891217	PITHD1
chr1:clu_13285_+	Success	0.131646906957485	1	0.607866237407634	0.781692423251507	PITHD1
chr1:clu_13286_+	Success	7.12996421393473	2	0.000800748042601271	0.00742851729660292	RPL11
chr1:clu_13287_+	Success	0.00804694488491009	1	0.899049864236674	0.972470851052972	ELOA
chr1:clu_13288_+	Success	0.0380537381552131	2	0.962661207863787	1	LYPLA2
chr1:clu_13289_+	Success	4.38999833122944	2	0.0124007499144326	0.0602098948866052	LYPLA2
chr1:clu_13290_+	Success	0.568161996095341	1	0.286430428608348	0.498181182094244	LYPLA2
chr1:clu_13291_+	Success	1.04517071489863	3	0.553869227952852	0.739887867802375	PNRC2
chr1:clu_13292_+	Success	10.1433788389477	12	0.0618522212035369	0.187542262813153	NIPAL3
chr1:clu_13293_+	Success	1.3236877271315	1	0.103721013377223	0.263206985711799	NIPAL3
chr1:clu_13294_+	Success	0.0629172704332177	1	0.722790640454191	0.861975401394684	NIPAL3
chr1:clu_13295_+	Not enough valid samples	NA	NA	NA	NA	RCAN3
chr1:clu_13296_+	Success	0.0080807608089799	2	0.991951800772166	1	RCAN3
chr1:clu_13297_+	Success	8.44730963243774	5	0.00470405194631342	0.0293597091915566	SRRM1
chr1:clu_13298_+	Success	1.4642773108726	2	0.231245049387548	0.436398525634073	SRRM1
chr1:clu_13299_+	Success	2.14956225273636	1	0.0381319982097224	0.135105031760566	SRRM1
chr1:clu_13300_+	Success	0.635019256164469	1	0.259759455137788	0.469311360082096	SRRM1
chr1:clu_13301_+	Success	5.90001069973914	3	0.00810056153813348	0.0438876459892066	SRRM1
chr1:clu_13302_+	Success	0.171682765419064	2	0.842246320450595	0.937989452414636	SRRM1
chr1:clu_13303_+	Success	0.124662039813302	1	0.617551416342267	0.788090674874429	SRRM1
chr1:clu_13304_+	Success	1.0104528400343	1	0.155146581231776	0.339769525801782	SRRM1
chr1:clu_13305_+	Success	5.40806273132512	2	0.00448031137633136	0.0282889301213405	SRRM1
chr1:clu_13306_+	Success	0.844126274556402	1	0.193831481904422	0.391592724794843	CLIC4
chr1:clu_13307_+	Success	5.70628298819065	5	0.0437865678713773	0.148290200794256	TMEM50A
chr1:clu_13308_+	Success	-0.49512234213762	2	1	1	TMEM50A
chr1:clu_13309_+	Success	5.83036168331819	6	0.0699800110462295	0.20388474481608	MACO1
chr1:clu_13310_+	Success	0.548648889075253	1	0.294859894752711	0.507052494675284	MACO1
chr1:clu_13311_+	Success	3.0891767924777	3	0.103248112506969	0.262423311462886	LDLRAP1
chr1:clu_13312_+	Success	1.65043794573239	1	0.0692429520069435	0.202623209756299	LDLRAP1
chr1:clu_13313_+	Success	0.00294820625390457	1	0.938792116542406	0.995364229236698	LDLRAP1
chr1:clu_13314_+	Success	5.39972949640196	3	0.0128612051236671	0.0618588037386966	MAN1C1
chr1:clu_13315_+	Success	6.31757799749903	6	0.0492097541226288	0.160570478947315	MAN1C1
chr1:clu_13316_+	Success	-3.02079888495609	3	1	1	SELENON
chr1:clu_13317_+	Success	1.4397894099975	1	0.0897094834512167	0.239527316123044	SELENON
chr1:clu_13318_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SELENON
chr1:clu_13319_+	Success	0.132983687998149	1	0.606049809479311	0.78020233315065	SELENON,AL020996.2
chr1:clu_13320_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr1:clu_13321_+	Success	11.0758260059447	8	0.00464254454817681	0.0291007392636746	AL020996.2,MTFR1L
chr1:clu_13322_+	Success	12.5917273285886	6	0.000315752050164066	0.00348154458069561	MTFR1L,AL020996.2
chr1:clu_13323_+	Success	3.5125354073607	5	0.218782427646823	0.422315702923114	MTFR1L
chr1:clu_13324_+	Success	0.798433556883083	6	0.952802370683017	1	PDIK1L
chr1:clu_13325_+	Success	0.671323491558269	2	0.511031783767924	0.706570975473905	CEP85
chr1:clu_13326_+	Not enough valid samples	NA	NA	NA	NA	CEP85
chr1:clu_13327_+	Not enough valid samples	NA	NA	NA	NA	CEP85
chr1:clu_13328_+	Not enough valid samples	NA	NA	NA	NA	CEP85
chr1:clu_13329_+	Success	0.25965193453294	1	0.471138782759554	0.673182150571641	SH3BGRL3
chr1:clu_13330_+	Success	45.0562943072873	7	1.17309380766251e-16	1.42675861694679e-14	DHDDS
chr1:clu_13331_+	Success	0.254782311851159	3	0.916785136611353	0.983341364254153	DHDDS
chr1:clu_13332_+	Success	1.18957324958546	1	0.122964712500556	0.293505877080464	DHDDS
chr1:clu_13333_+	Success	3.65328992797004	5	0.198819670468256	0.397229531497071	DHDDS
chr1:clu_13334_+	Success	1.65374710088508	4	0.507745744672519	0.704151880981568	DHDDS
chr1:clu_13335_+	Success	0.761487766272467	1	0.217169761223946	0.420436680985785	HMGN2
chr1:clu_13336_+	Success	0.588882268462271	1	0.277811561683592	0.489255007963372	ARID1A
chr1:clu_13337_+	Success	0.465097052132307	2	0.628074146296448	0.795967025260875	ARID1A
chr1:clu_13338_+	Success	1.24606201726652	1	0.114417216148406	0.280273674986723	ARID1A
chr1:clu_13339_+	Success	1.00809187634877	2	0.364914617891571	0.57747607393745	ARID1A
chr1:clu_13340_+	Success	0.258772722141657	1	0.471890607784916	0.673794000509986	ARID1A
chr1:clu_13341_+	Success	0.551486642149371	1	0.293614517453342	0.505667445510573	ARID1A
chr1:clu_13342_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ARID1A
chr1:clu_13343_+	Success	16.1794093040298	7	3.48432088432875e-05	0.000537900444628493	PIGV
chr1:clu_13344_+	Not enough valid samples	NA	NA	NA	NA	PIGV
chr1:clu_13345_+	Success	29.2740108740854	6	8.87242096187484e-11	4.7617806930787e-09	PIGV,ZDHHC18
chr1:clu_13346_+	Success	3.12760594445786	2	0.0438225854719132	0.148333646496831	ZDHHC18
chr1:clu_13347_+	Success	1.43684754394218	2	0.237675841559909	0.44362628813057	ZDHHC18
chr1:clu_13348_+	Not enough valid samples	NA	NA	NA	NA	ZDHHC18
chr1:clu_13349_+	Success	3.89588851539156	2	0.0203253070756046	0.0868365964241171	NUDC
chr1:clu_13350_+	Success	2.53174580319319	3	0.167206577863088	0.356397645909944	NUDC
chr1:clu_13351_+	Success	0.526619618645668	1	0.304762239201847	0.516527830517114	NUDC
chr1:clu_13352_+	Success	2.90818680716802	1	0.015877647916067	0.0723327686753449	TRNP1
chr1:clu_13353_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_13354_+	Success	8.31989417070145	4	0.00227052795066937	0.0168000327844227	WDTC1
chr1:clu_13355_+	Success	0.302770048838283	2	0.738768957619883	0.872725814391192	WDTC1
chr1:clu_13356_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	WDTC1
chr1:clu_13357_+	Success	0.0162144382306906	1	0.857089610898331	0.947722807791929	WDTC1
chr1:clu_13358_+	Success	0.586639977528534	2	0.556192969483843	0.741754895990604	WDTC1
chr1:clu_13359_+	Success	0.558052054082964	1	0.290758889429518	0.50262783826098	WDTC1
chr1:clu_13360_+	Success	4.54026816523651	1	0.00258344271968322	0.0185616761622882	TMEM222
chr1:clu_13361_+	Success	4.3114068101786	2	0.0134146644269789	0.063692277130143	TMEM222
chr1:clu_13362_+	Success	1.63244212096652	3	0.352560084670317	0.564826658010692	TMEM222
chr1:clu_13363_+	Success	1.63734299807152	1	0.0703563890926159	0.20454320792144	FAM76A
chr1:clu_13364_+	Success	9.35959396098588	3	0.000312492074419428	0.00344797653827328	FAM76A
chr1:clu_13365_+	Success	1.18815844478695	2	0.304782020494953	0.516533988003182	FAM76A
chr1:clu_13366_+	Success	1.0632658364139	1	0.144767998869421	0.325852788673292	FAM76A
chr1:clu_13367_+	Success	6.16395091440518	1	0.000446237698932819	0.00460593910156957	STX12
chr1:clu_13368_+	Success	0.274477520071287	2	0.759969088107825	0.886436865288586	PPP1R8
chr1:clu_13369_+	Success	3.08602615933705	1	0.0129783963772956	0.0622212177638721	PPP1R8
chr1:clu_13370_+	Success	24.0130406427925	10	6.139011367397e-07	1.57979530658832e-05	THEMIS2
chr1:clu_13371_+	Success	9.25220002829428	7	0.00989011852405453	0.0508446192910531	XKR8
chr1:clu_13372_+	Success	1.86452945763813	2	0.154969112263835	0.339613386817162	ATP5IF1
chr1:clu_13373_+	Success	5.5167059060966	2	0.00401906533909595	0.0260449438820223	SESN2
chr1:clu_13374_+	Success	3.54483930422793	2	0.0288732619480268	0.111059286908554	SESN2
chr1:clu_13375_+	Success	1.9507176654206	1	0.0482448732689366	0.158466725777865	SESN2
chr1:clu_13376_+	Success	18.4024306253523	4	1.97597781847352e-07	5.73553561520076e-06	MED18
chr1:clu_13377_+	Success	6.46083169403983	2	0.0015634948201746	0.0125216596927704	PHACTR4
chr1:clu_13378_+	Success	6.84410060875598	13	0.396163037572577	0.608152185191439	PHACTR4
chr1:clu_13379_+	Success	0.0624232417735584	1	0.723836395683097	0.862611482013159	PHACTR4
chr1:clu_13380_+	Success	0.797127675119555	2	0.450621438194482	0.656914955041787	PHACTR4
chr1:clu_13381_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PHACTR4
chr1:clu_13382_+	Success	4.4713215199663	2	0.0114321979855292	0.0564933905396448	RCC1,SNHG3
chr1:clu_13383_+	Success	12.7621284515262	7	0.000612341143967238	0.00597527644053692	RCC1
chr1:clu_13384_+	Success	2.29743228119696	3	0.203983068408072	0.403787759710935	RCC1
chr1:clu_13385_+	Success	12.9568403741241	3	9.94265266094107e-06	0.000181527186452924	TRNAU1AP
chr1:clu_13386_+	Success	0.855662733199097	2	0.425001435167338	0.634250298903501	TRNAU1AP
chr1:clu_13387_+	Success	3.54663505074495	4	0.131040657587493	0.305287510142108	RCC1
chr1:clu_13388_+	Success	3.51608967085667	2	0.0297154052947667	0.113303930046931	RCC1
chr1:clu_13389_+	Success	3.58793515808247	2	0.0276553754870124	0.107984923791878	TRNAU1AP
chr1:clu_13390_+	Not enough valid samples	NA	NA	NA	NA	RAB42
chr1:clu_13391_+	Not enough valid samples	NA	NA	NA	NA	LINC01715
chr1:clu_13392_+	Success	7.2410976909855	3	0.00231713788712861	0.0170426051036061	GMEB1
chr1:clu_13393_+	Success	2.23495966938572	3	0.214989158579164	0.417800274274196	GMEB1
chr1:clu_13394_+	Success	0.0563472006383563	2	0.945210901083789	0.998918609564153	GMEB1
chr1:clu_13395_+	Success	2.27260688314936	2	0.103043208043381	0.262048266471905	GMEB1
chr1:clu_13396_+	Success	1.89650770190201	4	0.434742259099186	0.642684838237119	YTHDF2
chr1:clu_13397_+	Success	6.95463375600229	6	0.0306662817615789	0.115907167045684	YTHDF2
chr1:clu_13398_+	Success	2.89313490743234	3	0.122484534514573	0.292862371469401	EPB41
chr1:clu_13399_+	Success	3.78229311866744	7	0.372547357704038	0.58506835874308	EPB41
chr1:clu_13400_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EPB41
chr1:clu_13401_+	Success	0.0211278826132002	1	0.837133007322328	0.934866232769588	EPB41
chr1:clu_13402_+	Success	21.8121902194489	7	2.52645528610302e-07	7.10762754939114e-06	EPB41
chr1:clu_13403_+	Success	15.9986245378241	13	0.00240455072519127	0.0175523423201034	EPB41
chr1:clu_13404_+	Success	1.47851772290016	1	0.0855045792788299	0.231959543498595	EPB41
chr1:clu_13405_+	Not enough valid samples	NA	NA	NA	NA	PTPRU
chr1:clu_13406_+	Not enough valid samples	NA	NA	NA	NA	PTPRU
chr1:clu_13407_+	Success	3.85656104146437	2	0.0211405762224327	0.0895304662553893	PTPRU
chr1:clu_13408_+	Success	0.261288059389699	1	0.469744847058068	0.672292099456216	PTPRU
chr1:clu_13409_+	Success	0.485583426292635	1	0.324389341568817	0.536683659292528	PTPRU
chr1:clu_13410_+	Success	0.225906418865407	1	0.501475321509062	0.698788547554362	PTPRU
chr1:clu_13411_+	Not enough valid samples	NA	NA	NA	NA	LINC01778
chr1:clu_13412_+	Success	6.60614783712663	7	0.0671017104368705	0.198390092591199	ZCCHC17
chr1:clu_13413_+	Success	7.57536819930829	2	0.000512931525988197	0.00517249076979334	ZCCHC17
chr1:clu_13414_+	Success	3.42487885197625	4	0.144044074693685	0.324840511648824	ZCCHC17
chr1:clu_13415_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_13416_+	Success	2.96854539977448	6	0.430274038627627	0.639285413794505	SERINC2
chr1:clu_13417_+	Success	0.96683311996685	1	0.16435789733798	0.352461521999865	SERINC2
chr1:clu_13418_+	Success	14.6695605746936	7	0.000125466610683657	0.00160339611503721	TINAGL1,LINC01226
chr1:clu_13419_+	Success	0.229288383670792	2	0.795099206811743	0.908380538905894	TINAGL1
chr1:clu_13420_+	Success	1.38516615889966	2	0.250282209719939	0.45797019863347	KHDRBS1
chr1:clu_13421_+	Success	1.13763438091792	1	0.131452335486708	0.305933571778	KHDRBS1
chr1:clu_13422_+	Success	7.253206816692	3	0.00229094064458493	0.0169235819820671	TMEM39B
chr1:clu_13423_+	Success	0.448978958939279	1	0.343329859150184	0.55557708325173	TMEM39B
chr1:clu_13424_+	Success	6.62226310704909	5	0.0211919350462748	0.089700466630302	TMEM39B
chr1:clu_13425_+	Success	0.0218959021385103	1	0.834241439864543	0.933103046959477	TMEM39B
chr1:clu_13426_+	Success	1.55135708134117	2	0.211960131418719	0.413942775730543	TMEM39B
chr1:clu_13427_+	Success	10.2735394475239	8	0.00845302760885614	0.0452757860221837	KPNA6
chr1:clu_13428_+	Success	2.05813762156868	1	0.0424724930994527	0.145393437030636	KPNA6
chr1:clu_13429_+	Success	0.265237671890645	1	0.466407083645762	0.670179332652538	KPNA6
chr1:clu_13430_+	Success	0.242575818025216	3	0.922141211174678	0.986143255720117	TXLNA
chr1:clu_13431_+	Success	7.25551173136773	4	0.00583062741858262	0.0344994967144288	TXLNA
chr1:clu_13432_+	Success	0.437756261853337	2	0.645483092538008	0.809181207125461	CCDC28B
chr1:clu_13433_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_13434_+	Success	5.01466117668315	2	0.00663988140276184	0.0380411627052219	EIF3I
chr1:clu_13435_+	Success	0.273864618262223	2	0.760435017306598	0.886735259326533	EIF3I
chr1:clu_13436_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr1:clu_13437_+	Success	4.28889031005383	3	0.0354645684484887	0.128529928728961	HDAC1
chr1:clu_13438_+	Success	0.45884934032938	1	0.338079949959324	0.550283093799557	HDAC1
chr1:clu_13439_+	Success	-0.837158254373207	2	1	1	HDAC1
chr1:clu_13440_+	Success	0.457462448496017	1	0.338811066608133	0.550920714448119	HDAC1
chr1:clu_13441_+	Not enough valid samples	NA	NA	NA	NA	AL033529.1,ZBTB8A
chr1:clu_13442_+	Success	1.49320772079273	2	0.224650881230272	0.428727864561346	AL033529.1,ZBTB8A
chr1:clu_13443_+	Success	0.00564900171912086	1	0.915350625808815	0.98245189237289	AL033529.1,ZBTB8A
chr1:clu_13444_+	Success	0.300477703414799	3	0.896213619971697	0.970551683042783	RBBP4
chr1:clu_13445_+	Success	1.899410617596	7	0.802635832604589	0.913304840721532	RBBP4
chr1:clu_13446_+	Success	4.28666978853653	8	0.379555514054966	0.591997502931533	RBBP4
chr1:clu_13447_+	Not enough valid samples	NA	NA	NA	NA	KIAA1522
chr1:clu_13448_+	Success	11.3271757094399	7	0.0019575640597362	0.0149621509148822	S100PBP
chr1:clu_13449_+	Success	2.83668227387807	7	0.578363458582674	0.759689507951528	S100PBP
chr1:clu_13450_+	Success	0.917890628642681	1	0.175446215665888	0.367625689491581	S100PBP
chr1:clu_13451_+	Not enough valid samples	NA	NA	NA	NA	AZIN2
chr1:clu_13452_+	Success	10.0482010454543	9	0.0173267035475084	0.0773555659130803	AZIN2
chr1:clu_13453_+	Not enough valid samples	NA	NA	NA	NA	AZIN2
chr1:clu_13454_+	Not enough valid samples	NA	NA	NA	NA	ZNF362
chr1:clu_13455_+	Success	1.01016899038268	2	0.36415743526713	0.576707355848568	ZNF362
chr1:clu_13456_+	Success	0.292242983204943	1	0.444559317753708	0.652089645388539	ZNF362
chr1:clu_13457_+	Success	0.362551895535717	3	0.867283997105881	0.954015379326174	ZSCAN20
chr1:clu_13458_+	Not enough valid samples	NA	NA	NA	NA	ZSCAN20
chr1:clu_13459_+	Not enough valid samples	NA	NA	NA	NA	ZSCAN20
chr1:clu_13460_+	Success	11.008836892026	13	0.0550885382686455	0.173112984929675	ZMYM1
chr1:clu_13461_+	Success	7.64584191164431	4	0.00413295178189586	0.0265943932101192	ZMYM1
chr1:clu_13462_+	Success	3.83360870904812	4	0.104557786910572	0.264470182659217	ZMYM1
chr1:clu_13463_+	Success	14.15341189225	14	0.0129508200059205	0.0621527235437246	ZMYM4
chr1:clu_13464_+	Success	2.12688058520962	2	0.119208575454091	0.287826441957277	ZMYM4
chr1:clu_13465_+	Success	0.173461931113025	1	0.555859643695308	0.741576243361744	ZMYM4
chr1:clu_13466_+	Success	0.00280339085213654	1	0.940311425851125	0.996116627875474	ZMYM4
chr1:clu_13467_+	Success	16.6806368884754	7	2.26727649281e-05	0.000372296576876352	ZMYM4
chr1:clu_13468_+	Success	8.27811607247349	4	0.00235678340003095	0.0172704038701529	NCDN
chr1:clu_13469_+	Success	1.18453838055279	2	0.305887350462201	0.517694110012404	NCDN
chr1:clu_13470_+	Success	2.95015272515798	2	0.052331712968953	0.167211701023218	NCDN
chr1:clu_13471_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NCDN
chr1:clu_13472_+	Not enough valid samples	NA	NA	NA	NA	AGO4
chr1:clu_13473_+	Success	1.42342070135055	1	0.0915536481482107	0.242608445308327	AGO4
chr1:clu_13474_+	Success	0.582364797605521	1	0.280486819210689	0.491867353751698	AGO4
chr1:clu_13475_+	Success	0.741681105739815	1	0.22324921317477	0.427123188098653	AGO4
chr1:clu_13476_+	Success	0.8894831216314	1	0.182276317058573	0.376621184274438	AGO4
chr1:clu_13477_+	Success	2.24625896453745	2	0.105794265268595	0.266438954660778	AGO4
chr1:clu_13478_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AGO1
chr1:clu_13479_+	Success	2.80906608066744	2	0.0602612452624185	0.184474729850606	AGO1
chr1:clu_13480_+	Success	2.89417122115719	3	0.122374387687042	0.292708407907382	AGO1
chr1:clu_13481_+	Success	0.533723031667705	1	0.301523032934333	0.513131371274234	AGO1
chr1:clu_13482_+	Success	0.932537889179116	1	0.172040123900879	0.363507939854547	AGO1
chr1:clu_13483_+	Success	2.3183325038093	3	0.200419243748032	0.399250590164589	AGO3
chr1:clu_13484_+	Success	1.53864474357897	6	0.799085561832275	0.910787837312179	AGO3
chr1:clu_13485_+	Success	1.69467505758871	2	0.183658897897857	0.378426769328701	AGO3
chr1:clu_13486_+	Success	0.985149954882104	1	0.160416031835473	0.34678445083804	ADPRHL2
chr1:clu_13487_+	Success	1.90883913132325	3	0.281836537763799	0.49321560786677	MAP7D1
chr1:clu_13488_+	Success	3.76249248739623	2	0.0232257782104651	0.0957251601105717	MAP7D1
chr1:clu_13489_+	Success	2.88963444699425	1	0.0162162852695201	0.0734301128137232	MAP7D1
chr1:clu_13490_+	Success	1.10521189720066	1	0.137081008733632	0.314684241880486	MAP7D1
chr1:clu_13491_+	Success	0.511459984052635	1	0.311827384435253	0.52386673035349	MAP7D1
chr1:clu_13492_+	Success	0.159257269267073	2	0.852776937447461	0.945195113867358	MAP7D1
chr1:clu_13493_+	Success	23.0434151759691	13	1.3766453187434e-05	0.000240495651614665	THRAP3
chr1:clu_13494_+	Success	0.0321943724406992	1	0.799689187041401	0.911086266772094	THRAP3
chr1:clu_13495_+	Success	4.72757315420131	2	0.00884791753703179	0.0468185836653492	THRAP3
chr1:clu_13496_+	Success	0.0397298755087832	1	0.778030878526793	0.898021640076373	THRAP3
chr1:clu_13497_+	Success	13.1595098804119	8	0.000926067271438875	0.00834190757857373	SH3D21
chr1:clu_13498_+	Not enough valid samples	NA	NA	NA	NA	SH3D21
chr1:clu_13499_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SH3D21
chr1:clu_13500_+	Success	3.03261483241022	5	0.299923445227007	0.511770577321897	SH3D21
chr1:clu_13501_+	Not enough valid samples	NA	NA	NA	NA	SH3D21
chr1:clu_13502_+	Not enough valid samples	NA	NA	NA	NA	SH3D21
chr1:clu_13503_+	Not enough valid samples	NA	NA	NA	NA	SH3D21
chr1:clu_13504_+	Not enough valid samples	NA	NA	NA	NA	NA
chr1:clu_13505_+	Success	0.749884331748945	1	0.220706960248048	0.424570215146398	ZC3H12A
chr1:clu_13506_+	Not enough valid samples	NA	NA	NA	NA	ZC3H12A
chr1:clu_13507_+	Success	2.23211294711456	1	0.0346117694568211	0.126312226995475	ZC3H12A
chr1:clu_13508_+	Success	1.45181859745026	4	0.574078826567155	0.756335080744824	DNALI1
chr1:clu_13509_+	Not enough valid samples	NA	NA	NA	NA	MANEAL
chr1:clu_13510_+	Success	1.79301838298738	1	0.0582670478797808	0.180294671339584	C1orf122
chr1:clu_13511_+	Success	0.23044923778798	2	0.794176748147502	0.907648331390566	UTP11
chr1:clu_13512_+	Success	1.17516625283315	4	0.67162095468291	0.827006177674183	UTP11
chr1:clu_13513_+	Success	2.01523492607066	4	0.401897909198931	0.613363216761041	AL139260.1
chr1:clu_13514_+	Not enough valid samples	NA	NA	NA	NA	AL139260.1
chr1:clu_13515_+	Success	2.10922455729815	2	0.121332015989948	0.291042159390362	AKIRIN1
chr1:clu_13516_+	Success	10.4438213693211	1	4.87026355458522e-06	9.78549750757019e-05	NDUFS5
chr1:clu_13517_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MACF1
chr1:clu_13518_+	Success	8.17381974327918	5	0.00591855227474375	0.034879677713145	MACF1
chr1:clu_13519_+	Not enough valid samples	NA	NA	NA	NA	MACF1
chr1:clu_13520_+	Success	0.0200455674448676	2	0.980154009175373	1	MACF1
chr1:clu_13521_+	Success	6.84227636105425	4	0.00837296499339048	0.0449372535643593	MACF1
chr1:clu_13522_+	Success	0.10389528903579	2	0.901319670531931	0.973970889541059	MACF1
chr1:clu_13523_+	Success	0.796753099050875	2	0.450790261817935	0.657101171380344	MACF1
chr1:clu_13524_+	Success	0.00079780903615756	1	0.968136824738821	1	MACF1
chr1:clu_13525_+	Success	0.0794267128221691	1	0.690214340876104	0.840453999832652	MACF1
chr1:clu_13526_+	Success	0.000801318395417638	1	0.968066859975304	1	MACF1
